delay,trial,t_sync,r_final,phase_variance
1.1,8,,0.34933885913421414,0.6506611408657859
1.1,9,2.911,0.7129984480573008,0.28700155194269916
1.2000000000000002,0,,0.32339374198973464,0.6766062580102654
1.2000000000000002,1,4.8500000000000005,0.9793098923066551,0.020690107693344895
1.2000000000000002,2,9.002,0.8126170063978034,0.18738299360219657
1.2000000000000002,3,3.9370000000000003,0.7110276530354902,0.2889723469645098
1.2000000000000002,4,,0.29941791471065476,0.7005820852893452
1.2000000000000002,5,5.557,0.9092843439516528,0.09071565604834719
1.2000000000000002,6,6.095,0.9938133450837382,0.006186654916261802
1.2000000000000002,7,,0.43238942526236523,0.5676105747376348
1.2000000000000002,8,,0.16593570701501414,0.8340642929849859
1.2000000000000002,9,8.026,0.9080007157404621,0.09199928425953785
1.3,0,4.643,0.904359768098292,0.095640231901708
1.3,1,,0.5241201225240333,0.4758798774759667
1.3,2,7.298,0.9081252080684302,0.09187479193156978
1.3,3,5.948,0.8186491959282676,0.18135080407173243
1.3,4,,0.7415132420141283,0.25848675798587173
1.3,5,,0.32337207649674643,0.6766279235032535
1.3,6,9.277000000000001,0.7513174769539811,0.2486825230460189
1.3,7,,0.38684807719146713,0.6131519228085329
1.3,8,5.232,0.9749906695821567,0.025009330417843256
1.3,9,,0.4704978099447006,0.5295021900552994
1.4000000000000001,0,3.404,0.9821190014797035,0.017880998520296454
1.4000000000000001,1,,0.7922317847154061,0.20776821528459388
1.4000000000000001,2,5.0440000000000005,0.8557325342509023,0.14426746574909766
1.4000000000000001,3,,0.4864677040380701,0.51353229596193
1.4000000000000001,4,,0.447598562109135,0.552401437890865
1.4000000000000001,5,4.465,0.7673357841432457,0.23266421585675434
1.4000000000000001,6,3.821,0.9572456421632558,0.042754357836744195
1.4000000000000001,7,4.827,0.9643305549604289,0.035669445039571146
1.4000000000000001,8,,0.5883907865697477,0.41160921343025225
1.4000000000000001,9,,0.7329491509049126,0.26705084909508736
1.5,0,8.243,0.7554852484777919,0.24451475152220814
1.5,1,2.416,0.9889298310471408,0.011070168952859172
1.5,2,5.015,0.7176935965873938,0.28230640341260616
1.5,3,7.0120000000000005,0.8892391879238353,0.11076081207616473
1.5,4,8.698,0.6604269426423137,0.3395730573576863
1.5,5,,0.14569661150603405,0.8543033884939659
1.5,6,5.892,0.9083189180634518,0.09168108193654823
1.5,7,7.331,0.876447986458791,0.12355201354120904
1.5,8,4.86,0.950380039264393,0.04961996073560704
1.5,9,9.929,0.9476892141670654,0.05231078583293458
1.6,0,,0.3892690797053857,0.6107309202946143
1.6,1,9.265,0.5042756183215774,0.4957243816784226
1.6,2,5.255,0.975422277576012,0.024577722423988035
1.6,3,8.059000000000001,0.737920494896185,0.26207950510381495
1.6,4,7.801,0.9707816907096366,0.029218309290363398
1.6,5,,0.8055438268246707,0.19445617317532926
1.6,6,6.651,0.8697694326052051,0.13023056739479488
1.6,7,5.329,0.8270113333153167,0.17298866668468327
1.6,8,5.994,0.9835104696336913,0.016489530366308736
1.6,9,5.83,0.42984127441575404,0.570158725584246
1.7000000000000002,0,2.576,0.8756437957842453,0.12435620421575466
1.7000000000000002,1,5.371,0.9679937465356482,0.03200625346435182
1.7000000000000002,2,,0.8640591079573222,0.13594089204267779
1.7000000000000002,3,9.778,0.827711952965719,0.17228804703428102
1.7000000000000002,4,,0.7861936061009958,0.21380639389900424
1.7000000000000002,5,9.49,0.6548304454332842,0.34516955456671583
1.7000000000000002,6,,0.6216818152868476,0.3783181847131524
1.7000000000000002,7,,0.3877709909295326,0.6122290090704674
1.7000000000000002,8,,0.6734300749355088,0.32656992506449123
1.7000000000000002,9,,0.3472320005723754,0.6527679994276245
1.8,0,9.783,0.8410403233822091,0.15895967661779087
1.8,1,9.863,0.9469156188411963,0.05308438115880365
1.8,2,4.6530000000000005,0.8999607330995947,0.10003926690040532
1.8,3,,0.5681200244805418,0.4318799755194582
1.8,4,,0.22068481810941232,0.7793151818905877
1.8,5,,0.38219301178260445,0.6178069882173955
1.8,6,,0.5256856461495993,0.47431435385040066
1.8,7,6.6450000000000005,0.24962680847821547,0.7503731915217845
1.8,8,5.771,0.9780788471441464,0.02192115285585361
1.8,9,,0.6962229750027534,0.30377702499724657
1.9000000000000001,0,7.415,0.9323729094078661,0.0676270905921339
1.9000000000000001,1,7.932,0.7079290042817834,0.2920709957182166
1.9000000000000001,2,,0.8017817926116125,0.19821820738838747
1.9000000000000001,3,8.540000000000001,0.7544866127419216,0.24551338725807836
1.9000000000000001,4,,0.6838144403217851,0.31618555967821493
1.9000000000000001,5,,0.7213182377609605,0.2786817622390395
1.9000000000000001,6,5.962,0.7421051612986795,0.25789483870132046
1.9000000000000001,7,,0.7483349437571019,0.25166505624289814
1.9000000000000001,8,6.799,0.7858764373549144,0.21412356264508559
1.9000000000000001,9,6.057,0.7249414785482607,0.27505852145173926
2.0,0,9.181000000000001,0.8407878366350964,0.15921216336490362
2.0,1,,0.3573674983138173,0.6426325016861827
2.0,2,6.3790000000000004,0.7908981216619912,0.20910187833800875
2.0,3,6.356,0.7840178096939964,0.21598219030600363
2.0,4,,0.5784202385876515,0.42157976141234854
2.0,5,,0.2627850116385481,0.7372149883614518
2.0,6,,0.20126421211407475,0.7987357878859253
2.0,7,,0.5601680898172154,0.43983191018278456
2.0,8,,0.7347175833249263,0.2652824166750737
2.0,9,6.008,0.9121146125760629,0.08788538742393714
